zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,brokerName,hdpData.homeInfo.homeStatusForHDP,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_accepting_backup_offers,hdpData.homeInfo.contingentListingType,lotAreaString,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.providerListingID,hdpData.homeInfo.newConstructionType,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.videoCount,info6String,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,plid,communityName,builderName,isCdpResult,isComingSoonCommunity,hdpData.homeInfo.unit,hdpData.homeInfo.listing_sub_type.is_bankOwned,badgeInfo.type,badgeInfo.text,hdpData.homeInfo.listing_sub_type.is_forAuction,isR4R,hdpData.homeInfo.rentalMarketingSubType
114454049,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/f05e39dfe51bda180443d8200657d09e-p_e.jpg,True,/homedetails/1347-Hadley-Dr-Woodland-CA-95776/114454049_zpid/,SOLD,Sold,"$580,000",$580K,"1347 Hadley Dr, Woodland, CA 95776",4.0,2.0,1943.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,1910062000.0,38.657585,-121.75897,RECENTLY_SOLD,Sold 02/28/2024,114454049.0,1347 Hadley Dr,95776,Woodland,CA,38.657585,-121.75897,580000.0,1709107200000.0,2.0,4.0,1943.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,581700.0,2949.0,,False,False,580000.0,1910062000.0,True,False,False,USD,USA,477127.0,5227.2,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339006953,RecentlySold,Non Owner Occupied,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.65843963623047,-121.75723266601562&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=a61D9kwDiONdQSJ1KPOc4qnXHyQ=",,/homedetails/1671-Pena-Ln-Woodland-CA-95776/339006953_zpid/,SOLD,Sold,"$464,500",$465K,"1671 Pena Ln, Woodland, CA 95776",3.0,33.0,1438.0,False,False,RecentlySold,Unknown Listed By,False,True,False,False,False,False,False,,False,False,2082862000.0,38.65844,-121.75723,OPEN_HOUSE,Open: Mon-Sun: 10AM-5PM,339006953.0,1671 Pena Ln,95776,Woodland,CA,38.65844,-121.75723,464500.0,1708934400000.0,33.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,465800.0,2700.0,,False,False,464500.0,2082862000.0,True,True,False,USD,USA,25575.0,,,False,,RECENTLY_SOLD,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=38.65843963623047,-121.75723266601562&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=8v1KgveZFHLYLEOsxedX8h9YUn8=","https://maps.googleapis.com/maps/api/streetview/metadata?location=38.65843963623047,-121.75723266601562&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=y_w-eNkeuwtn6Tjj-82ZnODyCbA=",1704873600000.0,"$5,000 (Jan 10)",-5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339007011,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/82314a356f54272c11aa59e72eded1e1-p_e.jpg,True,/homedetails/2023-Grady-Cir-Woodland-CA-95776/339007011_zpid/,SOLD,Sold,"$503,500",$504K,"2023 Grady Cir, Woodland, CA 95776",3.0,2.5,1447.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,2082862000.0,38.645897,-121.74558,,,339007011.0,2023 Grady Cir,95776,Woodland,CA,38.645897,-121.74558,503500.0,1708934400000.0,2.5,3.0,1447.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,505500.0,2949.0,,False,False,2895.0,2082862000.0,True,False,False,USD,USA,52390.0,,,False,,FOR_RENT,,,,,,2024-03-01 00:00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339006955,RecentlySold,Non Owner Occupied,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.65866470336914,-121.7572250366211&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=S3odD6cLWAKA9OWVnaVZzRhkhUE=",,/homedetails/1663-Pena-Ln-Woodland-CA-95776/339006955_zpid/,SOLD,Sold,"$450,000",$450K,"1663 Pena Ln, Woodland, CA 95776",4.0,3.0,2013.0,False,False,RecentlySold,Unknown Listed By,False,True,False,False,False,False,False,,False,False,2342062000.0,38.658665,-121.757225,OPEN_HOUSE,Open: Mon-Sun: 10AM-5PM,339006955.0,1663 Pena Ln,95776,Woodland,CA,38.658665,-121.757225,450000.0,1708675200000.0,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,451600.0,2986.0,,False,False,450000.0,2342062000.0,True,True,False,USD,USA,23219.0,,,False,,RECENTLY_SOLD,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=38.65866470336914,-121.7572250366211&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=tRAit9QZHyGdcpM_cPTMuafN2_Q=","https://maps.googleapis.com/maps/api/streetview/metadata?location=38.65866470336914,-121.7572250366211&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=UP8PqBTSnCTf17wSoRNRNsAqmIE=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339006975,RecentlySold,Non Owner Occupied,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.65810775756836,-121.75677490234375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=cdr5c3iBMqpyTXBEFCjN4hgMC3c=",,/homedetails/1683-Matmor-Rd-Woodland-CA-95776/339006975_zpid/,SOLD,Sold,"$488,000",$488K,"1683 Matmor Rd, Woodland, CA 95776",,,,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,2342062000.0,38.658108,-121.756775,RECENTLY_SOLD,Sold 02/23/2024,339006975.0,1683 Matmor Rd,95776,Woodland,CA,38.658108,-121.756775,488000.0,1708675200000.0,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,489700.0,2985.0,,False,False,488000.0,2342062000.0,True,False,False,USD,USA,23772.0,2308.0,sqft,False,,RECENTLY_SOLD,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=38.65810775756836,-121.75677490234375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=zw3dvP5NHdqtBHVnfWqE5gwKEUA=","https://maps.googleapis.com/maps/api/streetview/metadata?location=38.65810775756836,-121.75677490234375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=VIAW5dGyy5ATXr5l8XIxH6FFdcA=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070148187,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/499a0af5f8d74c816ad7806cd456f006-p_e.jpg,True,/homedetails/53-Embassy-Dr-Woodland-CA-95776/2070148187_zpid/,SOLD,Sold,"$165,000",$165K,"53 Embassy Dr, Woodland, CA 95776",2.0,2.0,1392.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,2342062000.0,38.665558,-121.75931,RECENTLY_SOLD,Sold 02/23/2024,2070148187.0,53 Embassy Dr,95776,Woodland,CA,38.665558,-121.75931,165000.0,1708675200000.0,2.0,2.0,1392.0,MANUFACTURED,RECENTLY_SOLD,-1.0,False,False,165800.0,636.0,,False,False,165000.0,2342062000.0,True,False,False,USD,USA,,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16538599,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/372469c401b72937c5efd1ec40c32017-p_e.jpg,True,/homedetails/1365-Elwood-St-Woodland-CA-95776/16538599_zpid/,SOLD,Sold,"$453,000",$453K,"1365 Elwood St, Woodland, CA 95776",3.0,2.0,1186.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,True,False,,False,False,2514862000.0,38.66773,-121.757614,,,16538599.0,1365 Elwood St,95776,Woodland,CA,38.66773,-121.757614,453000.0,1708502400000.0,2.0,3.0,1186.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,True,False,452500.0,2600.0,,False,False,2840.0,2514862000.0,True,False,False,USD,USA,307632.0,,,False,,FOR_RENT,,,,,,2024-02-27 00:00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16539092,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/6df6cef50ee32f2fe4256905da8a3dac-p_e.jpg,True,/homedetails/1443-Gravink-Ct-Woodland-CA-95776/16539092_zpid/,SOLD,Sold,"$425,000",$425K,"1443 Gravink Ct, Woodland, CA 95776",2.0,2.0,927.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,2514862000.0,38.664223,-121.75474,RECENTLY_SOLD,Sold 02/21/2024,16539092.0,1443 Gravink Ct,95776,Woodland,CA,38.664223,-121.75474,425000.0,1708502400000.0,2.0,2.0,927.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,426300.0,2250.0,,False,False,425000.0,2514862000.0,True,False,False,USD,USA,348461.0,4221.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114454338,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/53a455bbadfeac273c069f3379b838b2-p_e.jpg,True,/homedetails/1686-Hoffman-St-Woodland-CA-95776/114454338_zpid/,SOLD,Sold,"$765,000",$765K,"1686 Hoffman St, Woodland, CA 95776",5.0,3.0,2978.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,2514862000.0,38.658527,-121.760925,RECENTLY_SOLD,Sold 02/21/2024,114454338.0,1686 Hoffman St,95776,Woodland,CA,38.658527,-121.760925,765000.0,1708502400000.0,3.0,5.0,2978.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,768500.0,3200.0,,False,False,765000.0,2514862000.0,True,False,False,USD,USA,646472.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608831,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/93d1546b458eb2ef45d75938ccd73e77-p_e.jpg,True,/homedetails/1620-House-Dr-Woodland-CA-95776/201608831_zpid/,SOLD,Sold,"$885,000",$885K,"1620 House Dr, Woodland, CA 95776",5.0,5.0,3512.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,2601262000.0,38.654587,-121.74658,RECENTLY_SOLD,Sold 02/20/2024,201608831.0,1620 House Dr,95776,Woodland,CA,38.654587,-121.74658,885000.0,1708416000000.0,5.0,5.0,3512.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,888600.0,3300.0,,False,False,885000.0,2601262000.0,True,False,False,USD,USA,642782.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339006954,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/8d4e80bd29d25fb8c2683391d6fbd55c-p_e.jpg,True,/homedetails/1667-Pena-Ln-Woodland-CA-95776/339006954_zpid/,SOLD,Sold,"$460,000",$460K,"1667 Pena Ln, Woodland, CA 95776",4.0,3.0,2171.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,True,False,,False,False,2601262000.0,38.658558,-121.75723,,,339006954.0,1667 Pena Ln,95776,Woodland,CA,38.658558,-121.75723,460000.0,1708416000000.0,3.0,4.0,2171.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,True,False,461100.0,2995.0,,False,False,2990.0,2601262000.0,True,False,False,USD,USA,23219.0,,,False,,FOR_RENT,,,1704873600000.0,"$541,000 (Jan 10)",-541000.0,2024-02-28 00:00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
